58,47,1286
96,126,851
6,72,88
68,76,1159
56,65,463
55,72,846
1,113,272
24,64,1412
26,117,996
94,98,735
5,39,1252
65,36,462
52,12,343
36,67,1056
41,100,1474
28,60,1053
95,91,957
44,97,114
52,56,1247
51,51,203
50,22,847
84,1,1316
2,57,745
77,16,333
52,63,1153
32,101,607
7,127,266
49,23,1054
12,43,1195
47,109,538
64,108,239
12,104,1124
97,95,171
17,113,698
62,12,1364
14,7,332
15,42,868
10,60,320
70,124,705
29,122,602
22,106,319
77,4,1136
80,43,1218
87,101,473
96,99,1322
79,111,80
93,40,783
80,116,901
5,109,1256
54,5,354
74,33,254
53,132,1097
64,5,392
50,45,680
69,40,752
14,74,1199
8,101,207
13,19,1026
93,42,955
12,109,1283
79,87,477
73,26,682
21,29,568
50,101,697
29,124,302
73,86,1086
90,57,1275
64,16,1203
70,10,870
66,12,1290
88,44,142
71,55,587
49,28,993
53,41,644
19,38,978
74,55,1278
96,44,97
17,61,1110
34,5,535
3,58,228
41,35,626
95,106,402
16,86,7
29,114,1415
10,84,1440
23,35,1241
66,45,388
75,5,588
59,38,1331
48,51,649
28,36,499
69,11,36
83,121,246
33,126,338
2,38,124
33,85,1169
84,33,498
9,110,1176
50,75,1005
14,61,808
88,18,245
88,32,567
3,128,688
36,83,288
66,65,1203
99,56,525
16,66,1437
46,57,126
34,100,1420
47,112,177
67,118,1005
99,92,409
36,21,328
1,97,500
64,41,1138
41,76,1017
1,94,1390
96,109,1323
50,58,895
70,128,613
23,37,458
58,56,670
22,55,519
7,29,331
7,20,442
97,111,1077
56,112,1262
9,21,1358
96,96,593
97,55,152
63,1,1297
59,91,254
55,40,673
58,1,739
72,120,218
27,105,3
66,110,1441
12,105,1309
64,34,307
35,56,969
44,50,96
72,99,1161
50,78,1275
81,111,1242
70,99,1089
33,69,1051
67,22,1156
85,51,1021
97,128,1173
49,127,1186
65,23,653
19,3,1470
34,109,1402
48,24,739
47,112,885
94,7,712
3,11,1347
65,75,79
89,105,224
13,121,611
55,126,269
85,64,1392
18,127,789
65,8,798
60,26,995
27,79,573
84,130,772
53,121,263
48,93,671
50,25,374
53,131,1479
98,83,157
99,107,928
51,64,1440
21,115,1215
25,61,1431
63,53,803
97,20,155
40,120,485
95,75,771
94,50,915
95,57,86
60,19,1170
19,87,807
94,15,62
36,46,873
6,63,1078
89,73,436
4,86,697
30,54,707
6,4,878
57,63,409
13,45,1374
96,56,357
65,14,962
12,83,538
56,55,86
79,126,62
14,56,413
80,124,1166
21,104,175
24,96,296
27,105,1119
47,32,697
68,97,70
67,17,104
90,10,746
85,132,1094
4,85,1370
54,63,306
25,46,308
46,104,823
69,104,1122
52,22,1139
76,67,826
93,1,1155
41,126,844
65,57,327
1,13,1016
9,12,724
45,44,304
86,118,477
10,106,105
62,21,376
25,67,542
2,117,386
85,121,1176
79,34,1413
5,48,733
26,32,360
84,70,454
6,19,1261
8,106,7
27,61,1434
70,122,1259
15,48,1099
88,126,549
87,69,24
35,55,1352
33,131,431
92,96,1474
36,57,1301
85,22,747
12,82,1156
9,24,989
74,104,169
43,83,1266
78,1,1049
20,56,17
9,35,572
91,131,557
10,111,464
17,102,14
95,8,1163
31,64,426
33,38,780
94,92,1008
69,94,480
6,90,36
99,91,260
42,50,516
45,57,417
11,9,104
92,37,1001
50,8,492
26,7,136
21,42,822
48,4,873
30,42,329
65,108,1357
1,62,622
32,28,885
42,121,1273
52,1,1091
93,93,397
70,113,7
8,91,1139
1,74,919
2,11,677
82,132,328
3,51,714
8,78,1072
11,5,699
2,92,220
49,40,278
81,62,629
15,93,1387
33,94,1448
8,29,344
31,73,531
14,65,214
5,7,1195
59,109,167
82,60,255
1,30,43
56,73,61
30,128,753
46,1,16
94,1,151
75,26,769
79,90,134
9,96,962
44,50,1132
92,51,145
1,1,1019
33,73,1208
73,51,1018
77,40,217
96,109,336
20,26,1389
4,68,571
68,12,756
30,110,1492
4,67,1401
29,102,1286
90,25,1029
66,33,604
66,16,309
28,57,484
2,53,1162
52,48,1156
44,95,463
24,77,315
68,30,702
37,87,1090
15,103,902
3,19,980
2,12,784
95,47,40
61,127,189
30,11,286
58,114,427
19,26,688
51,52,913
23,128,863
27,120,71
9,62,1218
29,20,1124
65,122,840
64,18,634
39,68,454
77,35,354
95,44,1254
8,17,782
29,95,1466
71,39,1122
15,55,209
30,106,1483
18,28,917
60,97,192
48,85,781
12,63,49
69,9,1141
17,37,78
8,81,1207
93,36,1395
22,131,897
54,9,1044
6,3,1462
46,89,373
72,31,1330
12,83,910
72,68,123
76,81,1218
38,9,1035
74,57,622
55,114,55
1,73,244
35,64,816
73,50,296
51,109,487
82,83,946
95,57,527
58,47,960
75,82,1275
53,73,218
73,60,1300
54,83,1278
76,112,724
40,26,1377
59,41,254
17,18,452
10,79,633
73,131,211
71,12,408
21,119,849
15,74,750
84,98,873
57,67,1188
32,36,1322
5,51,521
35,41,372
9,46,162
65,34,441
13,9,449
68,113,363
94,1,1192
71,120,307
28,18,443
4,121,339
1,22,1457
96,107,1135
7,65,147
17,17,980
79,129,180
56,121,40
95,92,1038
78,17,990
96,5,633
89,48,1398
93,117,617
9,127,206
60,33,1469
64,94,1476
18,37,451
34,131,1359
1,72,825
86,8,978
43,7,460
19,68,818
28,88,940
37,78,41
85,88,348
75,122,1197
86,13,69
10,83,6
12,49,679
67,68,959
13,21,1216
13,16,543
53,86,1405
89,66,103
24,81,1313
81,120,443
2,89,51
4,5,877
22,9,863
6,132,358
65,45,750
6,69,388
13,74,1218
88,104,324
27,59,312
26,6,1052
15,11,952
97,10,288
1,69,619
72,87,1198
47,42,875
26,41,1437
1,65,1464
89,47,1248
82,22,887
65,52,1458
93,6,833
78,9,463
34,14,1030
14,99,643
79,29,650
71,25,1162
96,56,827
33,122,403
56,42,93
39,51,693
32,99,1147
22,20,617
97,61,150
64,95,661
25,52,306
78,42,206
24,22,381
23,132,1126
45,62,427
95,61,1247
23,62,303
33,29,681
12,58,71
12,126,1308
80,84,272
36,84,423
25,20,311
57,83,624
37,55,1155
94,121,369
70,43,1229
82,15,582
77,67,974
58,104,758
91,85,862
47,114,1167
44,102,57
38,94,52
37,35,100
1,20,251
68,36,965
14,103,828
82,28,425
82,15,1028
72,66,1220
77,69,763
2,58,1235
64,32,396
85,49,50
91,42,244
85,47,592
15,57,7
61,42,712
1,4,1280
26,43,1085
71,109,1494
7,19,363
8,79,1494
23,115,1197
85,132,924
53,11,934
72,68,1347
23,13,175
58,104,721
12,84,184
57,8,350
20,34,65
14,78,1388
61,86,1161
71,5,838
59,70,307
79,39,682
97,128,512
55,105,493
71,41,509
5,57,540
22,112,658
31,95,863
8,35,918
10,108,1308
51,117,479
71,104,1021
11,98,1002
42,113,717
56,31,391
44,100,427
36,85,431
57,78,1261
57,71,1477
41,52,342
70,63,553
51,2,200
5,102,927
56,130,1408
61,16,1084
47,78,64
21,58,712
25,32,102
81,47,104
96,10,521
36,25,1495
78,75,118
67,29,221
41,51,669
47,56,1412
15,69,849
94,67,1261
50,39,659
79,46,396
16,12,1035
43,78,540
8,119,1446
79,69,91
75,14,1325
96,127,1389
78,130,101
9,98,231
3,87,53
27,45,387
53,18,422
28,122,8
81,103,1169
6,25,1154
20,1,1291
68,9,481
86,98,1306
13,10,887
71,92,715
92,38,564
53,28,836
50,111,402
56,33,1341
75,34,1496
1,25,1301
58,27,22
25,43,219
26,3,1291
8,4,417
84,21,454
77,74,903
34,73,394
6,11,1456
39,119,610
51,20,905
19,46,1235
4,112,1343
1,99,520
49,37,803
13,19,1004
20,4,55
31,51,640
97,27,468
73,30,80
67,25,797
90,24,471
99,117,637
63,106,687
26,35,827
17,47,254
40,52,1034
30,73,1486
49,120,1257
64,6,618
70,85,1265
63,85,1466
83,130,629
49,18,719
33,128,478
39,64,727
37,67,1342
56,27,191
72,43,167
74,123,291
70,40,1120
51,56,255
40,74,1046
39,92,1368
85,82,514
42,33,821
33,43,350
29,60,159
20,126,1071
15,77,1008
48,2,201
38,98,872
42,108,560
33,84,492
40,86,504
3,82,941
79,61,268
10,88,1168
62,127,999
52,86,986
81,42,1467
93,107,1485
11,57,278
30,7,853
31,48,156
20,3,1076
43,73,652
62,73,23
89,30,1129
97,32,695
5,100,283
50,24,1222
65,20,1144
15,69,582
63,23,119
22,120,909
74,122,557
91,131,813
33,16,523
50,39,520
22,105,282
30,2,757
12,77,382
94,97,1187
37,72,1446
95,7,945
2,105,926
72,126,866
10,15,879
88,17,1063
25,116,572
13,86,1439
12,69,1048
46,6,382
58,9,91
75,90,295
99,47,716
57,85,276
76,125,446
67,82,408
32,76,128
53,91,1277
82,10,870
66,22,704
78,65,1461
83,118,1211
87,101,255
28,109,1331
49,89,410
95,7,528
63,43,410
60,110,744
11,114,1460
67,30,340
79,103,1075
93,89,977
93,87,486
80,6,1452
56,41,990
99,128,591
77,66,549
47,108,186
43,78,1484
86,20,193
16,125,289
5,78,161
22,48,923
68,34,294
62,117,763
95,67,1478
58,128,1294
92,71,1041
25,57,1442
16,32,861
30,59,1142
49,74,1009
64,115,470
4,126,459
86,69,168
57,55,353
50,87,493
54,76,1283
66,34,76
68,106,486
7,121,809
82,96,307
4,12,936
22,108,1179
23,13,707
73,1,204
74,66,508
15,23,26
39,31,217
48,105,811
45,6,112
72,1,1151
44,23,243
54,8,658
85,129,951
27,131,1017
67,2,907
31,85,1408
3,57,613
32,38,208
63,102,53
